@relation is
@attribute slice1 numeric
@attribute slice2 numeric
@attribute slice3 numeric
@attribute slice4 numeric
@attribute slice5 numeric
@attribute slice6 numeric
@attribute slice7 numeric
@attribute slice8 numeric
@attribute slice9 numeric
@attribute slice10 numeric
@attribute digit {0,1,2,3,4,5,6,7,8,9}
@data
0.7358490566037735,0.9056603773584906,0.9056603773584906,0.9056603773584906,1.0,0.0,0.0,0.0,0.5,0.7264150943396226,1
0.44623655913978494,0.6827956989247311,0.8172043010752689,0.2956989247311828,0.5967741935483871,1.0,0.9731182795698925,0.22580645161290322,0.11827956989247312,0.6827956989247311,2
0.5059760956175299,0.8207171314741036,0.5258964143426295,0.41832669322709165,1.0,0.9322709163346613,0.40239043824701193,0.13545816733067728,0.6454183266932271,0.5657370517928287,2
0.35319148936170214,0.5234042553191489,0.6085106382978723,0.7106382978723405,0.8212765957446808,1.0,0.8765957446808511,0.06808510638297872,0.03829787234042553,0.10638297872340426,0
0.36977491961414793,0.6334405144694534,0.6655948553054662,0.7266881028938906,0.9196141479099679,1.0,0.4630225080385852,0.08038585209003216,0.1382636655948553,0.2990353697749196,0
0.3357142857142857,0.5428571428571428,0.6428571428571429,0.6857142857142857,0.8178571428571428,1.0,0.8214285714285714,0.475,0.11785714285714285,0.25,0
0.4470588235294118,0.6235294117647059,0.7411764705882353,0.7843137254901961,0.9058823529411765,1.0,0.9921568627450981,0.23921568627450981,0.1450980392156863,0.17254901960784313,0
0.4195804195804196,0.527972027972028,0.6328671328671329,0.6783216783216783,0.8181818181818182,1.0,0.5104895104895105,0.03496503496503497,0.07342657342657342,0.16783216783216784,0
0.37320574162679426,0.5215311004784688,0.6507177033492823,0.6602870813397129,0.8325358851674641,1.0,0.7703349282296651,0.10047846889952153,0.014354066985645933,0.20574162679425836,0
0.3466666666666667,0.4533333333333333,0.6844444444444444,0.72,0.8266666666666667,1.0,0.9644444444444444,0.24888888888888888,0.017777777777777778,0.18222222222222223,0
0.32806324110671936,0.4150197628458498,0.5059288537549407,0.6561264822134387,0.8300395256916996,0.932806324110672,1.0,0.6086956521739131,0.019762845849802372,0.17786561264822134,0
0.36283185840707965,0.6238938053097345,0.6548672566371682,0.668141592920354,0.7876106194690266,1.0,0.37168141592920356,0.061946902654867256,0.02654867256637168,0.21238938053097345,0
0.4182692307692308,0.5480769230769231,0.6586538461538461,0.6826923076923077,0.8028846153846154,1.0,0.6586538461538461,0.0673076923076923,0.04807692307692308,0.1346153846153846,0
0.37668161434977576,0.5605381165919282,0.6502242152466368,0.695067264573991,0.8071748878923767,1.0,0.4977578475336323,0.013452914798206279,0.04932735426008968,0.18834080717488788,0
0.3907563025210084,0.5672268907563025,0.6260504201680672,0.6974789915966386,0.8235294117647058,1.0,0.5294117647058824,0.08823529411764706,0.07563025210084033,0.16806722689075632,0
0.3623853211009174,0.536697247706422,0.6146788990825688,0.6880733944954128,0.8302752293577982,1.0,0.9403669724770642,0.3211009174311927,0.045871559633027525,0.16055045871559634,0
0.36036036036036034,0.5225225225225225,0.6486486486486487,0.6711711711711712,0.8333333333333334,1.0,0.7792792792792793,0.15765765765765766,0.02252252252252252,0.15765765765765766,0
0.35436893203883496,0.5728155339805825,0.6650485436893204,0.7038834951456311,0.8203883495145631,1.0,0.7087378640776699,0.0048543689320388345,0.02912621359223301,0.20388349514563106,0
0.34951456310679613,0.4563106796116505,0.6262135922330098,0.7233009708737864,0.7864077669902912,1.0,0.9611650485436893,0.3058252427184466,0.0048543689320388345,0.12135922330097088,0
0.34375,0.45625,0.603125,0.640625,0.771875,0.975,1.0,0.35,0.021875,0.146875,0
0.38645418326693226,0.4940239043824701,0.6135458167330677,0.7410358565737052,0.8446215139442231,1.0,0.7410358565737052,0.03187250996015936,0.035856573705179286,0.1394422310756972,0
0.4100418410041841,0.5230125523012552,0.6150627615062761,0.7531380753138075,0.8786610878661087,1.0,0.606694560669456,0.02510460251046025,0.04602510460251046,0.13807531380753138,0
0.3436123348017621,0.3744493392070485,0.3700440528634361,0.6211453744493393,0.7048458149779736,0.8678414096916299,1.0,0.8105726872246696,0.21585903083700442,0.1013215859030837,0
0.3360655737704918,0.3524590163934426,0.5901639344262295,0.6844262295081968,0.75,0.9180327868852459,1.0,0.22950819672131148,0.2581967213114754,0.0778688524590164,0
0.35148514851485146,0.5891089108910891,0.6683168316831684,0.7178217821782178,0.8168316831683168,1.0,0.40594059405940597,0.06930693069306931,0.034653465346534656,0.13861386138613863,0
0.509009009009009,0.6756756756756757,0.7207207207207207,0.7882882882882883,1.0,0.9954954954954955,0.28378378378378377,0.036036036036036036,0.0990990990990991,0.25675675675675674,0
0.39591836734693875,0.5959183673469388,0.6244897959183674,0.673469387755102,0.9183673469387755,1.0,0.8489795918367347,0.00816326530612245,0.04897959183673469,0.2571428571428571,0
0.34959349593495936,0.4634146341463415,0.6097560975609756,0.7113821138211383,0.8617886178861789,1.0,0.8373983739837398,0.13821138211382114,0.028455284552845527,0.1016260162601626,0
0.33088235294117646,0.5477941176470589,0.6397058823529411,0.6838235294117647,0.8860294117647058,1.0,0.7573529411764706,0.23161764705882354,0.0661764705882353,0.23161764705882354,0
0.3562753036437247,0.5182186234817814,0.6720647773279352,0.7246963562753036,0.854251012145749,1.0,0.5506072874493927,0.03643724696356275,0.012145748987854251,0.145748987854251,0
0.34913793103448276,0.5603448275862069,0.6336206896551724,0.6767241379310345,0.7974137931034483,1.0,0.6120689655172413,0.27155172413793105,0.008620689655172414,0.1206896551724138,0
0.41568627450980394,0.611764705882353,0.6352941176470588,0.6588235294117647,0.8901960784313725,1.0,0.2196078431372549,0.0,0.050980392156862744,0.24705882352941178,0
0.3805668016194332,0.5748987854251012,0.6558704453441295,0.6923076923076923,0.8137651821862348,1.0,0.8016194331983806,0.1862348178137652,0.05263157894736842,0.1417004048582996,0
0.4125,0.5708333333333333,0.6583333333333333,0.6833333333333333,0.9291666666666667,1.0,0.8666666666666667,0.04583333333333333,0.04583333333333333,0.175,0
0.4411764705882353,0.6638655462184874,0.680672268907563,0.7521008403361344,0.9789915966386554,1.0,0.0,0.004201680672268907,0.029411764705882353,0.13865546218487396,0
0.35960591133004927,0.458128078817734,0.6748768472906403,0.6896551724137931,0.7241379310344828,1.0,0.896551724137931,0.13793103448275862,0.0,0.029556650246305417,0
0.3721973094170404,0.5381165919282511,0.6591928251121076,0.7354260089686099,0.8968609865470852,1.0,0.8026905829596412,0.06278026905829596,0.03139013452914798,0.09865470852017937,0
0.3562231759656652,0.6094420600858369,0.6566523605150214,0.6824034334763949,0.8755364806866953,1.0,0.51931330472103,0.0,0.05150214592274678,0.23605150214592274,0
0.43829787234042555,0.5659574468085107,0.6723404255319149,0.6936170212765957,0.9148936170212766,1.0,0.7446808510638298,0.01276595744680851,0.07659574468085106,0.18723404255319148,0
0.3577586206896552,0.5301724137931034,0.6379310344827587,0.6896551724137931,0.8017241379310345,1.0,0.5991379310344828,0.03017241379310345,0.03879310344827586,0.15948275862068967,0
