@relation is
@attribute h0 numeric
@attribute h1 numeric
@attribute h2 numeric
@attribute h3 numeric
@attribute h4 numeric
@attribute h5 numeric
@attribute h6 numeric
@attribute h7 numeric
@attribute h8 numeric
@attribute h9 numeric
@attribute digit {0,1,2,3,4,5,6,7,8,9}
@data
29,23,61,9,30,24,58,11,0,0,2
24,17,69,21,24,25,53,29,0,0,2
21,40,56,11,27,41,48,18,0,0,2
25,31,56,8,26,31,55,9,0,0,2
49,65,118,17,54,58,127,15,0,0,2
51,71,140,23,51,71,140,23,0,0,2
91,99,146,32,87,101,146,30,0,0,2
113,72,128,59,115,72,126,61,0,0,2
155,37,163,50,154,33,172,45,0,0,2
86,35,204,47,86,32,210,44,0,0,2
82,37,123,37,81,36,126,35,0,0,2
90,106,192,33,90,106,192,33,0,0,2
74,68,117,38,80,63,121,39,0,0,2
67,46,106,25,71,42,110,25,0,0,2
18,17,47,14,22,15,47,16,0,0,2
18,26,57,8,27,25,50,16,0,0,2
21,11,17,10,22,12,14,12,0,0,2
26,25,60,12,31,24,57,16,0,0,2
22,19,42,10,26,22,32,17,0,0,2
46,23,72,48,47,21,75,47,0,0,3
34,28,77,12,36,28,75,14,0,0,3
34,29,73,11,40,23,79,11,0,0,3
37,27,99,22,43,19,109,20,0,0,3
32,29,83,14,31,30,82,14,0,0,3
40,22,74,22,44,14,86,18,0,0,3
21,21,44,14,26,19,43,17,0,0,3
32,18,48,31,38,8,62,27,0,0,3
22,25,75,21,28,16,87,18,0,0,3
23,26,88,17,29,20,94,17,0,0,3
52,21,70,36,56,15,78,34,0,0,3
30,21,52,15,29,23,49,16,0,0,3
53,41,69,27,57,34,79,24,0,0,3
27,38,56,26,32,30,67,23,0,0,3
58,30,72,28,62,23,82,25,0,0,3
38,26,129,32,43,18,140,29,0,0,3
37,21,60,26,40,16,67,24,0,0,3
53,33,98,37,60,25,107,36,0,0,3
37,26,51,19,44,18,60,18,0,0,3
28,25,88,37,30,20,96,34,0,0,3
30,31,111,20,31,32,108,22,0,0,3
50,36,115,16,55,31,120,16,0,0,3
79,25,104,69,84,17,115,66,0,0,3
49,27,72,39,54,19,83,36,0,0,3
43,19,80,56,51,13,84,58,0,0,3
36,36,79,54,39,30,88,51,0,0,3
30,22,63,35,34,16,71,33,0,0,3
54,40,63,28,56,37,67,27,0,0,3
67,23,75,20,63,26,73,19,0,0,3
42,42,114,26,48,35,122,25,0,0,3
48,12,66,39,54,6,72,39,0,0,3
28,15,85,42,30,11,91,40,0,0,3
34,26,85,37,39,17,98,33,0,0,3
24,23,81,36,32,13,93,34,0,0,3
24,29,77,8,29,26,78,10,0,0,3
17,41,54,10,14,43,53,9,0,0,3
49,39,176,30,56,36,175,34,0,0,3
53,20,120,42,59,15,124,43,0,0,3
34,22,79,46,38,17,85,45,0,0,3
48,22,97,25,53,14,108,22,0,0,3
36,28,98,54,36,28,98,54,0,0,3
40,17,91,59,41,15,94,58,0,0,3
21,57,83,11,24,57,80,14,0,0,3
71,35,77,36,75,32,79,37,0,0,3
93,49,86,59,99,44,90,60,0,0,3
58,37,76,60,60,32,84,57,0,0,3
61,31,69,34,66,23,80,31,0,0,3
62,43,113,50,65,41,114,51,0,0,3
58,39,92,44,64,34,96,45,0,0,3
53,42,90,27,58,37,95,27,0,0,3
46,31,107,27,55,23,114,28,0,0,3
51,35,67,28,56,31,70,29,0,0,3
38,46,86,39,42,41,92,38,0,0,3
62,24,53,7,91,7,58,19,0,0,4
43,21,27,9,62,6,38,13,0,0,4
39,34,42,7,63,10,66,7,0,0,4
52,9,71,15,53,5,78,12,0,0,4
56,22,16,13,65,15,21,15,0,0,4
73,29,23,10,83,21,29,12,0,0,4
61,26,26,11,70,18,33,12,0,0,4
87,8,23,19,88,4,30,16,0,0,4
93,33,40,26,94,31,43,25,0,0,4
101,39,73,15,104,36,76,15,0,0,4
44,49,56,13,41,50,57,11,0,0,4
61,20,34,23,60,16,43,18,0,0,4
68,20,24,8,75,15,27,10,0,0,4
69,5,18,24,67,2,26,19,0,0,4
18,16,41,10,32,5,49,13,0,0,4
22,13,48,13,29,5,57,12,0,0,4
75,30,46,20,78,28,47,21,0,0,4
122,29,21,24,129,23,26,25,0,0,4
54,31,52,9,79,15,59,18,0,0,4
19,49,55,9,49,19,85,9,0,0,4
73,17,22,12,82,11,25,15,0,0,4
55,10,21,24,59,6,25,24,0,0,4
51,19,48,7,67,5,60,9,0,0,4
67,10,30,11,70,6,35,10,0,0,4
56,7,20,30,52,5,28,24,0,0,4
53,5,56,36,52,2,63,32,0,0,4
38,33,35,10,47,27,38,13,0,0,4
69,14,51,9,69,15,49,10,0,0,4
30,48,64,10,79,7,97,18,0,0,4
61,25,59,13,73,11,75,11,0,0,4
61,30,61,5,66,27,62,7,0,0,4
53,30,35,12,57,24,43,10,0,0,4
35,30,30,9,44,23,35,11,0,0,4
48,17,20,7,55,11,25,8,0,0,4
31,6,16,33,30,3,23,29,0,0,4
25,13,17,9,31,8,21,10,0,0,4
74,30,24,5,84,22,30,7,0,0,4
44,12,17,7,51,6,22,8,0,0,4
61,34,21,7,67,28,27,7,0,0,4
89,34,12,8,93,30,16,8,0,0,4
76,7,21,21,81,2,26,21,0,0,4
30,20,102,12,46,7,112,15,0,0,4
29,27,43,12,49,12,53,17,0,0,4
69,16,33,11,76,7,44,9,0,0,4
62,28,50,16,86,12,58,24,0,0,4
43,47,42,13,83,15,66,21,0,0,4
67,25,17,7,72,19,24,6,0,0,4
43,19,24,15,59,5,36,17,0,0,4
47,14,31,6,55,8,35,8,0,0,4
31,53,71,8,79,6,117,9,0,0,4
75,16,16,20,78,12,21,19,0,0,4
62,12,17,15,70,5,23,16,0,0,4
59,25,24,7,82,8,35,13,0,0,4
28,29,46,14,46,14,58,17,0,0,4
93,16,16,18,99,10,22,18,0,0,4
78,15,18,18,77,13,23,15,0,0,4
22,39,31,11,44,17,53,11,0,0,4
56,16,28,22,61,5,45,16,0,0,4
57,14,26,13,64,8,31,14,0,0,4
75,39,22,6,84,33,25,9,0,0,4
45,33,26,8,51,27,32,8,0,0,4
45,25,68,11,42,27,67,10,0,0,4
36,7,20,13,37,6,21,13,0,0,4
16,15,28,5,27,5,37,6,0,0,4
35,6,12,17,37,2,18,15,0,0,4
37,8,16,17,34,6,23,12,0,0,4
19,13,22,6,27,6,28,7,0,0,4
28,22,42,7,43,13,45,13,0,0,4
49,5,16,21,46,3,23,16,0,0,4
65,7,18,14,68,4,21,14,0,0,4
31,17,49,9,43,9,53,13,0,0,4
50,7,13,17,46,9,13,15,0,0,4
55,16,17,16,57,12,23,14,0,0,4
25,29,52,15,42,5,83,8,0,0,4
33,10,14,13,33,7,20,10,0,0,4
13,29,29,6,38,6,50,8,0,0,4
29,8,17,11,31,6,19,11,0,0,4
21,41,33,6,47,15,59,6,0,0,4
56,11,17,16,56,8,23,13,0,0,4
55,10,19,19,56,6,26,16,0,0,4
39,10,17,24,43,4,25,22,0,0,4
51,14,18,26,55,9,24,25,0,0,4
29,23,42,10,28,20,49,6,0,0,5
33,30,57,15,31,29,61,12,0,0,5
43,12,54,16,34,17,53,12,0,0,5
56,8,79,14,50,12,77,12,0,0,5
81,26,123,29,81,24,127,27,0,0,5
63,49,98,18,58,52,97,16,0,0,5
99,30,268,20,96,31,269,18,0,0,5
67,138,79,32,79,136,71,42,0,0,5
30,64,70,30,39,64,61,39,0,0,5
65,91,54,25,69,88,56,26,0,0,5
56,30,117,25,52,32,117,23,0,0,5
29,17,106,35,29,14,112,32,0,0,5
22,7,61,13,16,8,65,8,0,0,5
18,16,38,14,19,14,41,13,0,0,5
39,28,129,17,40,25,134,15,0,0,5
57,26,110,13,55,26,112,11,0,0,5
55,27,86,32,52,28,87,30,0,0,5
65,37,22,22,67,39,16,26,0,0,5
42,18,66,11,37,21,65,9,0,0,5
59,21,121,6,57,22,121,5,0,0,5
40,51,74,8,37,53,73,7,0,0,5
61,68,70,15,58,69,71,13,0,0,5
58,47,129,11,50,53,125,9,0,0,5
53,27,129,15,47,32,125,14,0,0,5
41,11,46,12,35,16,42,11,0,0,5
45,37,49,8,39,42,45,7,0,0,5
23,28,27,15,22,25,34,11,0,0,5
61,37,78,13,58,37,81,10,0,0,5
58,22,110,9,52,25,110,6,0,0,5
50,30,90,9,47,31,91,7,0,0,5
50,27,135,11,48,31,129,13,0,0,5
49,33,175,25,47,34,175,24,0,0,5
122,23,204,24,122,22,206,23,0,0,5
46,25,73,18,46,22,79,15,0,0,5
57,41,114,13,52,43,115,10,0,0,5
42,31,96,21,40,31,98,19,0,0,5
24,26,115,15,22,24,121,11,0,0,5
41,46,117,13,39,45,121,10,0,0,5
48,27,76,18,41,24,89,8,0,0,5
54,46,156,18,46,53,150,17,0,0,5
64,24,117,20,62,25,117,19,0,0,5
61,53,76,28,54,60,69,28,0,0,5
41,27,78,83,41,26,80,82,0,0,5
73,38,85,81,78,36,84,84,0,0,5
106,28,237,29,105,27,240,27,0,0,5
107,26,133,24,108,25,134,24,0,0,5
57,47,164,12,63,40,172,11,0,0,5
55,22,115,21,48,27,112,19,0,0,5
25,13,55,11,20,13,60,6,0,0,5
35,9,37,9,32,10,38,7,0,0,5
19,18,51,25,25,14,53,27,0,0,5
30,30,26,8,38,29,20,15,0,0,5
29,33,90,12,26,34,91,10,0,0,5
41,63,143,26,37,65,143,24,0,0,5
63,18,176,20,57,21,176,17,0,0,5
60,33,132,12,60,33,132,12,0,0,5
33,34,128,16,33,32,132,14,0,0,5
51,49,76,13,52,50,73,15,0,0,5
48,23,77,11,44,25,77,9,0,0,5
59,31,117,10,57,31,119,8,0,0,5
34,29,123,12,36,26,127,11,0,0,5
62,31,149,17,51,39,144,14,0,0,5
23,56,45,18,18,54,54,11,0,0,6
21,33,44,10,25,27,52,8,0,0,6
46,42,25,8,31,54,16,5,0,0,6
25,35,30,21,21,30,44,12,0,0,6
26,20,38,8,26,17,44,5,0,0,6
82,8,79,20,65,26,60,21,0,0,6
93,19,83,12,76,30,78,6,0,0,6
80,23,81,23,65,30,82,15,0,0,6
47,57,42,14,37,63,40,10,0,0,6
30,49,36,19,26,43,52,9,0,0,6
37,39,31,15,26,40,40,5,0,0,6
46,32,50,14,45,30,55,11,0,0,6
32,69,19,18,33,61,34,11,0,0,6
41,41,48,25,26,45,55,14,0,0,6
38,55,47,20,33,54,54,14,0,0,6
28,60,29,18,21,56,44,7,0,0,6
35,58,50,14,38,55,53,14,0,0,6
75,32,73,26,62,39,72,20,0,0,6
64,42,68,25,49,50,67,18,0,0,6
37,68,32,18,39,60,46,12,0,0,6
78,6,35,12,63,19,24,10,0,0,6
34,44,53,20,20,49,57,11,0,0,6
46,34,59,21,40,38,57,19,0,0,6
18,25,35,11,14,26,37,8,0,0,6
48,14,20,8,42,19,16,7,0,0,6
18,42,13,8,19,38,20,5,0,0,6
35,42,16,5,34,41,19,3,0,0,6
38,42,24,9,39,43,21,11,0,0,6
40,34,43,17,38,38,37,19,0,0,6
22,37,50,11,24,32,58,8,0,0,6
34,25,32,10,31,25,35,7,0,0,6
25,27,48,16,22,27,51,13,0,0,6
39,33,47,16,25,38,51,7,0,0,6
42,22,13,11,37,21,20,5,0,0,6
37,43,23,14,27,46,27,7,0,0,6
24,31,29,16,25,28,34,14,0,0,6
38,37,20,16,36,34,28,11,0,0,6
33,21,15,7,31,20,19,4,0,0,6
32,50,26,9,33,48,29,8,0,0,6
35,35,26,10,38,30,33,8,0,0,6
41,31,11,12,37,32,13,9,0,0,6
50,45,20,16,37,51,21,9,0,0,6
45,51,28,18,37,50,38,9,0,0,6
27,42,35,9,27,41,37,8,0,0,6
50,38,30,14,49,41,25,16,0,0,6
47,29,25,10,44,32,22,10,0,0,6
83,12,28,7,75,20,20,7,0,0,6
52,31,60,40,44,35,60,36,0,0,6
1,0,1,0,0,0,1,0,0,0,6
153,23,278,20,147,25,280,16,0,0,6
46,46,92,28,31,49,101,16,0,0,6
42,54,60,20,40,58,54,22,0,0,6
45,66,44,35,38,48,87,10,0,0,6
52,64,68,21,39,71,67,15,0,0,6
96,34,88,20,100,48,56,38,0,0,6
83,51,121,37,72,52,130,27,0,0,6
58,89,79,47,39,91,94,30,0,0,6
43,68,39,19,36,66,50,10,0,0,6
30,53,39,15,27,56,36,15,0,0,6
70,40,42,9,70,45,32,14,0,0,6
101,11,52,20,105,15,40,28,0,0,6
63,57,72,16,57,70,52,23,0,0,6
68,44,56,13,59,57,39,17,0,0,6
41,77,58,12,59,67,60,20,0,0,6
75,47,49,6,78,47,46,9,0,0,6
76,43,47,23,72,48,41,24,0,0,6
59,41,28,17,47,45,32,9,0,0,6
78,23,46,7,75,28,39,9,0,0,6
52,41,56,12,56,44,46,19,0,0,6
60,64,31,18,67,54,44,15,0,0,6
63,46,48,17,61,44,54,13,0,0,6
102,25,44,19,106,25,40,23,0,0,6
67,40,41,18,66,42,38,19,0,0,6
100,43,43,11,78,61,29,7,0,0,6
59,51,89,11,60,60,70,21,0,0,6
31,23,20,7,19,32,14,4,0,0,6
76,19,25,10,72,22,23,9,0,0,6
23,34,15,11,28,27,24,9,0,0,6
34,48,44,15,23,57,37,13,0,0,6
36,40,56,9,28,45,54,6,0,0,6
58,37,40,12,49,44,35,10,0,0,6
33,35,18,10,30,38,15,10,0,0,6
64,12,31,16,49,21,28,10,0,0,6
25,47,63,11,25,49,59,13,0,0,6
51,19,33,10,51,23,25,14,0,0,6
88,23,37,2,92,22,35,5,0,0,7
34,49,99,2,28,58,87,5,0,0,7
38,32,74,5,34,38,66,7,0,0,7
52,68,127,6,52,71,121,9,0,0,7
33,20,45,3,31,25,37,6,0,0,7
44,19,61,9,46,18,61,10,0,0,7
31,22,61,13,28,27,54,15,0,0,7
51,25,72,10,50,29,65,13,0,0,7
42,24,74,6,46,23,72,9,0,0,7
52,31,92,5,49,37,83,8,0,0,7
42,29,75,7,42,32,69,10,0,0,7
44,17,92,9,44,19,88,11,0,0,7
56,18,84,8,57,19,81,10,0,0,7
74,45,77,8,74,48,71,11,0,0,7
60,37,91,7,62,38,87,10,0,0,7
44,25,72,4,40,31,64,6,0,0,7
70,48,39,9,71,49,36,11,0,0,7
72,31,90,2,67,39,79,5,0,0,7
74,48,71,6,69,55,62,8,0,0,7
43,36,72,3,38,44,61,6,0,0,7
57,30,45,10,55,34,39,12,0,0,7
74,49,39,8,72,54,31,11,0,0,7
51,49,103,8,45,57,93,10,0,0,7
77,19,23,19,80,18,22,21,0,0,7
58,52,84,2,56,57,76,5,0,0,7
72,24,95,12,68,30,87,14,0,0,7
118,17,138,6,121,16,137,8,0,0,7
75,19,49,6,79,17,49,8,0,0,7
93,25,182,7,95,25,180,9,0,0,7
56,30,118,6,51,38,107,9,0,0,7
51,38,124,10,53,38,122,12,0,0,7
20,70,123,18,15,74,120,17,0,0,7
23,55,51,3,21,59,45,5,0,0,7
19,73,132,2,14,81,121,5,0,0,7
55,56,184,10,51,62,176,12,0,0,7
46,66,229,8,42,73,219,11,0,0,7
53,71,144,5,52,75,137,8,0,0,7
36,66,180,5,32,73,170,8,0,0,7
60,41,156,11,56,48,146,14,0,0,7
43,68,160,6,40,74,151,9,0,0,7
26,102,194,27,22,106,190,27,0,0,7
41,60,113,20,38,63,110,20,0,0,7
32,55,142,15,28,61,134,17,0,0,7
47,47,89,5,47,50,83,8,0,0,7
89,39,142,5,87,44,134,8,0,0,7
54,57,101,6,52,63,91,10,0,0,7
83,55,148,14,74,63,141,13,0,0,7
40,54,136,9,36,59,130,10,0,0,7
39,84,154,8,32,94,141,11,0,0,7
40,73,129,2,36,80,119,5,0,0,7
44,66,75,3,40,72,67,5,0,0,7
30,42,95,14,25,48,88,15,0,0,7
37,25,46,6,32,32,37,8,0,0,7
20,16,63,7,15,23,54,9,0,0,7
33,15,38,6,30,19,33,7,0,0,7
30,12,55,11,28,16,49,13,0,0,7
30,18,65,11,27,24,56,14,0,0,7
38,17,47,14,34,20,45,13,0,0,7
26,27,102,14,28,27,100,16,0,0,7
31,21,44,6,32,22,41,8,0,0,7
23,19,57,5,23,22,51,8,0,0,7
39,24,73,6,37,29,65,9,0,0,7
47,34,109,5,48,36,104,8,0,0,7
38,16,64,6,41,16,61,9,0,0,7
51,32,89,7,52,34,84,10,0,0,7
57,40,118,8,49,49,108,9,0,0,7
49,34,105,6,45,41,95,9,0,0,7
68,40,151,5,70,41,147,8,0,0,7
49,37,97,7,47,42,89,10,0,0,7
44,29,16,34,39,18,43,18,0,0,8
39,32,36,19,42,35,27,25,0,0,8
40,28,46,31,33,32,45,28,0,0,8
59,41,29,37,48,39,44,24,0,0,8
56,19,23,15,49,23,22,12,0,0,8
49,46,19,18,65,31,33,19,0,0,8
48,26,41,23,48,30,33,27,0,0,8
67,18,45,29,42,36,34,22,0,0,8
85,10,52,58,43,44,26,50,0,0,8
48,13,39,22,48,18,29,27,0,0,8
63,36,36,21,58,40,33,20,0,0,8
66,25,34,33,53,31,35,26,0,0,8
57,40,33,20,59,32,47,14,0,0,8
69,15,43,27,43,36,27,22,0,0,8
68,15,71,39,57,35,42,48,0,0,8
68,37,38,38,66,24,66,23,0,0,8
62,43,54,53,32,47,76,27,0,0,8
61,57,58,46,49,49,86,26,0,0,8
77,24,79,49,51,56,41,55,0,0,8
83,18,84,38,50,48,57,35,0,0,8
79,30,86,31,59,51,64,32,0,0,8
107,56,45,55,71,56,81,19,0,0,8
78,27,55,53,52,47,41,47,0,0,8
131,3,67,22,112,23,46,23,0,0,8
136,2,92,17,120,17,78,16,0,0,8
60,38,32,42,52,35,46,31,0,0,8
76,37,47,35,67,42,46,31,0,0,8
124,12,73,24,125,16,64,29,0,0,8
99,37,59,54,54,49,80,21,0,0,8
71,38,36,44,57,47,32,39,0,0,8
73,36,30,34,62,32,49,19,0,0,8
93,39,33,44,94,26,58,32,0,0,8
47,31,51,26,62,24,50,34,0,0,8
77,39,36,45,51,37,66,17,0,0,8
92,33,60,36,68,39,72,18,0,0,8
105,22,46,58,61,32,70,24,0,0,8
60,31,75,23,64,30,73,26,0,0,8
103,10,65,56,36,48,56,27,0,0,8
55,44,83,35,56,52,66,44,0,0,8
63,44,66,47,55,41,80,36,0,0,8
65,50,39,38,66,46,46,35,0,0,8
45,33,62,40,50,33,57,45,0,0,8
74,22,100,51,52,43,80,50,0,0,8
79,39,55,29,63,53,43,27,0,0,8
43,24,42,27,35,27,44,22,0,0,8
25,7,19,10,25,9,15,12,0,0,8
24,16,26,16,23,12,35,11,0,0,8
27,16,23,15,32,13,24,17,0,0,8
44,15,41,10,51,7,50,9,0,0,9
62,11,43,20,67,8,44,22,0,0,9
86,19,26,21,88,10,42,14,0,0,9
148,10,101,8,153,5,106,8,0,0,9
110,7,84,7,111,6,85,7,0,0,9
78,18,34,7,87,9,43,7,0,0,9
65,38,61,28,68,33,68,26,0,0,9
57,28,43,41,66,18,54,40,0,0,9
56,39,44,48,54,36,52,43,0,0,9
101,29,68,13,115,15,82,13,0,0,9
53,28,42,15,56,20,55,10,0,0,9
42,35,78,6,57,24,85,10,0,0,9
48,26,58,24,55,18,67,23,0,0,9
50,28,30,35,52,19,46,28,0,0,9
88,33,136,11,102,28,132,20,0,0,9
51,35,61,10,62,26,68,12,0,0,9
72,35,73,12,88,24,79,17,0,0,9
55,50,55,8,70,38,64,11,0,0,9
35,11,16,8,42,5,21,9,0,0,9
40,27,39,11,51,21,40,16,0,0,9
44,21,33,21,54,11,43,21,0,0,9
38,27,37,14,53,12,52,14,0,0,9
50,38,45,18,52,34,51,16,0,0,9
64,28,31,24,64,26,35,22,0,0,9
45,22,47,6,57,13,53,9,0,0,9
64,31,55,10,73,21,66,9,0,0,9
73,20,40,5,74,20,39,6,0,0,9
83,41,95,5,95,33,99,9,0,0,9
88,31,103,2,87,35,96,5,0,0,9
39,20,22,12,45,13,30,11,0,0,9
41,30,17,10,51,19,29,9,0,0,9
50,40,37,5,59,32,44,6,0,0,9
91,25,44,13,97,18,52,12,0,0,9
57,30,34,2,74,20,37,9,0,0,9
44,31,25,10,59,15,42,9,0,0,9
65,30,44,21,70,26,47,22,0,0,9
53,27,33,12,70,11,48,13,0,0,9
72,31,56,8,79,22,67,6,0,0,9
92,26,133,30,111,13,140,36,0,0,9
40,40,40,4,53,30,47,7,0,0,9
37,26,34,12,48,16,43,13,0,0,9
59,23,74,9,68,14,83,9,0,0,9
35,24,36,11,48,10,51,10,0,0,9
44,44,54,17,61,27,71,17,0,0,9
46,32,50,23,57,19,65,21,0,0,9
51,21,39,30,49,19,45,26,0,0,9
52,23,17,23,63,13,26,24,0,0,9
61,39,32,50,63,31,46,44,0,0,9
41,52,39,16,55,42,45,20,0,0,9
52,29,22,43,54,24,30,40,0,0,9
84,43,37,10,98,30,49,11,0,0,9
54,31,21,14,63,22,30,14,0,0,9
25,59,62,60,21,58,68,55,0,0,9
23,29,48,29,29,22,56,28,0,0,9
32,12,15,4,37,8,18,5,0,0,9
31,22,25,3,37,19,25,6,0,0,9
32,27,12,43,32,18,30,34,0,0,9
22,22,36,2,35,14,39,7,0,0,9
42,36,41,28,43,31,50,24,0,0,9
41,20,30,5,45,16,34,5,0,0,9
50,35,43,9,59,27,50,10,0,0,9
19,36,39,43,24,28,50,40,0,0,9
31,32,18,15,36,23,31,11,0,0,9
31,15,29,12,32,12,34,10,0,0,9
35,22,36,21,37,16,46,17,0,0,9
37,44,68,28,41,34,84,22,0,0,9
51,39,28,17,60,26,45,13,0,0,9
57,29,37,13,69,15,53,11,0,0,9
105,31,29,21,104,25,42,14,0,0,9
55,23,51,15,64,15,58,16,0,0,9
42,38,49,3,79,16,56,18,0,0,9
66,24,46,38,64,19,58,31,0,0,9
46,33,45,22,51,20,66,14,0,0,9
50,32,52,4,72,19,56,13,0,0,9
53,28,37,31,60,12,62,22,0,0,9
95,14,76,41,97,13,76,42,0,0,9
